02-Oct-2018,,,,,,,,,,,
iShares Russell 3000 ETF,,,,,,,,,,,
Inception Date,"May 22, 2000",,,,,,,,,,
Fund Holdings as of,"Oct 02, 2018",,,,,,,,,,
Total Net Assets,"$9,012,794,684.18",,,,,,,,,,
Number of Securities (excluding cash and derivatives),"3,025.00",,,,,,,,,,
Shares Outstanding,"52,300,000.00",,,,,,,,,,
,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
BL,BLACKLINE INC,Equity,0.01,52.33,"10,103.00","528,689.99","528,689.99",Information Technology,BD3WZS6,US09239B1098,NASDAQ
THRM,GENTHERM INC,Equity,0.01,44.70,"11,843.00","529,382.10","529,382.10",Consumer Discretionary,B8JFD24,US37253A1034,NASDAQ
GBT,GLOBAL BLOOD THERAPEUTICS INC,Equity,0.01,35.19,"15,029.00","528,870.51","528,870.51",Health Care,BZ05388,US37890U1088,NASDAQ
XNCR,XENCOR INC,Equity,0.01,38.04,"13,895.00","528,565.80","528,565.80",Health Care,BGCYWN8,US98401F1057,NASDAQ
SEMG,SEMGROUP CORP CLASS A,Equity,0.01,22.23,"23,713.00","527,139.99","527,139.99",Energy,B547XN5,US81663A1051,New York Stock Exchange Inc.
PPBI,PACFIC PREMIER BANCORP INC,Equity,0.01,36.47,"14,451.00","527,027.97","527,027.97",Financials,2767217,US69478X1054,NASDAQ
WERN,WERNER ENTERPRISES INC,Equity,0.01,35.03,"15,058.00","527,481.74","527,481.74",Industrials,2948852,US9507551086,NASDAQ
BKD,BROOKDALE SENIOR LIVING INC,Equity,0.01,9.35,"56,305.00","526,451.75","526,451.75",Health Care,B0PZN33,US1124631045,New York Stock Exchange Inc.
EVH,EVOLENT HEALTH INC CLASS A,Equity,0.01,26.69,"19,626.00","523,817.94","523,817.94",Health Care,BYLY8H1,US30050B1017,New York Stock Exchange Inc.
LXP,LEXINGTON REALTY TRUST REIT TRUST,Equity,0.01,8.00,"65,256.00","522,048.00","522,048.00",Real Estate,2139151,US5290431015,New York Stock Exchange Inc.
RRR,RED ROCK RESORTS ORS CLASS A INC,Equity,0.01,25.87,"20,157.00","521,461.59","521,461.59",Consumer Discretionary,BYY9947,US75700L1089,NASDAQ
SCL,STEPAN,Equity,0.01,85.55,"6,104.00","522,197.20","522,197.20",Materials,2845005,US8585861003,New York Stock Exchange Inc.
DNOW,NOW INC,Equity,0.01,16.54,"31,467.00","520,464.18","520,464.18",Industrials,BMH0MV1,US67011P1003,New York Stock Exchange Inc.
PNK,PINNACLE ENTERTAINMENT INC,Equity,0.01,34.06,"15,242.00","519,142.52","519,142.52",Consumer Discretionary,BDCTLY6,US72348Y1055,NASDAQ
CUB,CUBIC CORP,Equity,0.01,71.03,"7,306.00","518,945.18","518,945.18",Industrials,2239266,US2296691064,New York Stock Exchange Inc.
BLMN,BLOOMIN BRANDS INC,Equity,0.01,19.66,"26,302.00","517,097.32","517,097.32",Consumer Discretionary,B847RJ0,US0942351083,NASDAQ
WAGE,WAGEWORKS INC,Equity,0.01,41.90,"12,348.00","517,381.20","517,381.20",Industrials,B6WG4R2,US9304271094,New York Stock Exchange Inc.
ARCH,ARCH COAL INC CLASS A,Equity,0.01,92.63,"5,569.00","515,856.47","515,856.47",Energy,BYYHNV6,US0393804077,New York Stock Exchange Inc.
ARWR,ARROWHEAD PHARMACEUTICALS INC,Equity,0.01,19.70,"26,112.00","514,406.40","514,406.40",Health Care,BYQBFJ8,US04280A1007,NASDAQ
HTLF,HEARTLAND FINANCIAL USA INC,Equity,0.01,56.99,"9,026.00","514,391.74","514,391.74",Financials,2828147,US42234Q1022,NASDAQ
TREE,LENDINGTREE INC,Equity,0.01,216.03,"2,377.00","513,503.31","513,503.31",Financials,BV8TD84,US52603B1070,NASDAQ
SHEN,SHENANDOAH TELECOMMUNICATIONS,Equity,0.01,38.49,"13,291.00","511,570.59","511,570.59",Communication,2676692,US82312B1061,NASDAQ
DOOR,MASONITE INTERNATIONAL CORP,Equity,0.01,62.57,"8,166.00","510,946.62","510,946.62",Industrials,BCZM468,CA5753851099,New York Stock Exchange Inc.
TUP,TUPPERWARE BRANDS CORP,Equity,0.01,33.22,"15,322.00","508,996.84","508,996.84",Consumer Discretionary,2872069,US8998961044,New York Stock Exchange Inc.
NSIT,INSIGHT ENTERPRISES INC,Equity,0.01,50.38,"10,102.00","508,938.76","508,938.76",Information Technology,2475060,US45765U1034,NASDAQ
BGS,B AND G FOODS INC,Equity,0.01,26.47,"19,206.00","508,382.82","508,382.82",Consumer Staples,B034L49,US05508R1068,New York Stock Exchange Inc.
ALRM,ALARM.COM HOLDINGS INC,Equity,0.01,55.10,"9,231.00","508,628.10","508,628.10",Information Technology,BYN7H26,US0116421050,NASDAQ
BIG,BIG LOTS INC,Equity,0.01,41.21,"12,262.00","505,317.02","505,317.02",Consumer Discretionary,2218447,US0893021032,New York Stock Exchange Inc.
SAIL,SAILPOINT TECHNOLOGIES HOLDINGS IN,Equity,0.01,32.12,"15,753.00","505,986.36","505,986.36",Information Technology,BD390V5,US78781P1057,New York Stock Exchange Inc.
GRPN,GROUPON INC,Equity,0.01,3.81,"132,320.00","504,139.20","504,139.20",Consumer Discretionary,B77D163,US3994731079,NASDAQ
TRTN,TRITON INTERNATIONAL LTD,Equity,0.01,32.05,"15,694.00","502,992.70","502,992.70",Industrials,BDBBB21,BMG9078F1077,New York Stock Exchange Inc.
PRAA,PRA GROUP INC,Equity,0.01,35.98,"13,911.00","500,517.78","500,517.78",Financials,BSHZ3P9,US69354N1063,NASDAQ
ATU,ACTUANT CORP CLASS A,Equity,0.01,27.75,"18,002.00","499,555.50","499,555.50",Industrials,2716792,US00508X2036,New York Stock Exchange Inc.
ANAB,ANAPTYSBIO INC,Equity,0.01,93.51,"5,331.00","498,501.81","498,501.81",Health Care,BDRW1L7,US0327241065,NASDAQ
ESE,ESCO TECHNOLOGIES INC,Equity,0.01,66.37,"7,506.00","498,173.22","498,173.22",Industrials,2321583,US2963151046,New York Stock Exchange Inc.
MWA,MUELLER WATER PRODUCTS INC SERIES,Equity,0.01,11.32,"43,978.00","497,830.96","497,830.96",Industrials,B15RZR4,US6247581084,New York Stock Exchange Inc.
SPPI,SPECTRUM PHARMACEUTICALS INC,Equity,0.01,16.72,"29,756.00","497,520.32","497,520.32",Health Care,2982924,US84763A1088,NASDAQ
BEL,BELMOND LTD CLASS A,Equity,0.01,18.04,"27,536.00","496,749.44","496,749.44",Consumer Discretionary,BNFZBM9,BMG1154H1079,New York Stock Exchange Inc.
SNHY,SUN HYDRAULICS CORP,Equity,0.01,53.53,"9,280.00","496,758.40","496,758.40",Industrials,2819282,US8669421054,NASDAQ
MLI,MUELLER INDUSTRIES INC,Equity,0.01,28.18,"17,606.00","496,137.08","496,137.08",Industrials,2609717,US6247561029,New York Stock Exchange Inc.
MANT,MANTECH INTERNATIONAL CORP CLASS A,Equity,0.01,61.12,"8,098.00","494,949.76","494,949.76",Information Technology,2825308,US5645631046,NASDAQ
HMN,HORACE MANN EDUCATORS CORP,Equity,0.01,43.32,"11,413.00","494,411.16","494,411.16",Financials,2437112,US4403271046,New York Stock Exchange Inc.
SFBS,SERVISFIRST BANCSHARES INC,Equity,0.01,37.88,"13,069.00","495,053.72","495,053.72",Financials,BMH0MP5,US81768T1088,NASDAQ
SPSC,SPS COMMERCE INC,Equity,0.01,95.04,"5,196.00","493,827.84","493,827.84",Information Technology,B57VWJ3,US78463M1071,NASDAQ
MNTA,MOMENTA PHARMACEUTICALS INC,Equity,0.01,22.99,"21,437.00","492,836.63","492,836.63",Health Care,B018VB0,US60877T1007,NASDAQ
FCPT,FOUR CORNERS PROPERTY INC TRUST,Equity,0.01,25.23,"19,519.00","492,464.37","492,464.37",Real Estate,BZ16HK0,US35086T1097,New York Stock Exchange Inc.
CLDR,CLOUDERA INC,Equity,0.01,16.90,"29,075.00","491,367.50","491,367.50",Information Technology,BYQHPY1,US18914U1007,New York Stock Exchange Inc.
MRC,MRC GLOBAL INC,Equity,0.01,18.49,"26,524.00","490,428.76","490,428.76",Industrials,B7M66F1,US55345K1034,New York Stock Exchange Inc.
WDR,WADDELL AND REED FINANCIAL INC CLA,Equity,0.01,20.61,"23,729.00","489,054.69","489,054.69",Financials,2156503,US9300591008,New York Stock Exchange Inc.
EFII,ELECTRONICS FOR IMAGING INC,Equity,0.01,33.54,"14,593.00","489,449.22","489,449.22",Information Technology,2310202,US2860821022,NASDAQ
SHAK,SHAKE SHACK INC CLASS A,Equity,0.01,60.60,"8,076.00","489,405.60","489,405.60",Consumer Discretionary,BV0LCR0,US8190471016,New York Stock Exchange Inc.
UVV,UNIVERSAL CORP,Equity,0.01,64.83,"7,539.00","488,753.37","488,753.37",Consumer Staples,2923804,US9134561094,New York Stock Exchange Inc.
AROC,ARCHROCK INC,Equity,0.01,12.18,"39,966.00","486,785.88","486,785.88",Energy,BYRGSX7,US03957W1062,New York Stock Exchange Inc.
LTC,LTC PROPERTIES REIT INC,Equity,0.01,43.21,"11,261.00","486,587.81","486,587.81",Real Estate,2498788,US5021751020,New York Stock Exchange Inc.
FN,FABRINET,Equity,0.01,46.02,"10,552.00","485,603.04","485,603.04",Information Technology,B4JSZL8,KYG3323L1005,New York Stock Exchange Inc.
JELD,JELD WEN HOLDING INC,Equity,0.01,24.22,"20,075.00","486,216.50","486,216.50",Industrials,BYM4WL2,US47580P1030,New York Stock Exchange Inc.
NGHC,NATIONAL GENERAL HOLDINGS CORP,Equity,0.01,26.30,"18,462.00","485,550.60","485,550.60",Financials,BJ35QL7,US6362203035,NASDAQ
NWS,NEWS CORP CLASS B,Equity,0.01,13.39,"36,181.00","484,463.59","484,463.59",Communication,BBGVT51,US65249B2088,NASDAQ
ATRA,ATARA BIOTHERAPEUTICS INC,Equity,0.01,39.77,"12,163.00","483,722.51","483,722.51",Health Care,BP4WT09,US0465131078,NASDAQ
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Equity,0.01,15.69,"30,811.00","483,424.59","483,424.59",Financials,2351546,US3198291078,New York Stock Exchange Inc.
AIR,AAR CORP,Equity,0.01,45.34,"10,642.00","482,508.28","482,508.28",Industrials,2001119,US0003611052,New York Stock Exchange Inc.
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Equity,0.01,47.37,"10,171.00","481,800.27","481,800.27",Financials,2912374,US91359V1070,New York Stock Exchange Inc.
ONCE,SPARK THERAPEUTICS INC,Equity,0.01,50.94,"9,440.00","480,873.60","480,873.60",Health Care,BVGCLQ9,US84652J1034,NASDAQ
PAG,PENSKE AUTOMOTIVE GROUP VOTING INC,Equity,0.01,47.41,"10,125.00","480,026.25","480,026.25",Consumer Discretionary,2943523,US70959W1036,New York Stock Exchange Inc.
EGBN,EAGLE BANCORP INC,Equity,0.01,49.90,"9,623.00","480,187.70","480,187.70",Financials,2648055,US2689481065,NASDAQ
ADC,AGREE REALTY REIT CORP,Equity,0.01,52.40,"9,127.00","478,254.80","478,254.80",Real Estate,2062161,US0084921008,New York Stock Exchange Inc.
AFSI,AMTRUST FINANCIAL SERVICES INC,Equity,0.01,14.41,"33,197.00","478,368.77","478,368.77",Financials,B1H4YP4,US0323593097,NASDAQ
SYNA,SYNAPTICS INC,Equity,0.01,43.32,"11,034.00","477,992.88","477,992.88",Information Technology,2839268,US87157D1090,NASDAQ
NE,NOBLE PLC,Equity,0.01,7.00,"67,934.00","475,538.00","475,538.00",Energy,BFG3KF2,GB00BFG3KF26,New York Stock Exchange Inc.
PEGI,PATTERN ENERGY GROUP INC CLASS A,Equity,0.01,20.04,"23,750.00","475,950.00","475,950.00",Utilities,BD4R4G1,US70338P1003,NASDAQ
FIBK,FIRST INTERSTATE BANCSYSTEM INC CL,Equity,0.01,44.37,"10,715.00","475,424.55","475,424.55",Financials,B4RGHN0,US32055Y2019,NASDAQ
SONC,SONIC CORP,Equity,0.01,43.24,"10,976.00","474,602.24","474,602.24",Consumer Discretionary,2821113,US8354511052,NASDAQ
BJRI,BJS RESTAURANTS INC,Equity,0.01,68.64,"6,903.00","473,821.92","473,821.92",Consumer Discretionary,2200552,US09180C1062,NASDAQ
WD,WALKER & DUNLOP INC,Equity,0.01,52.32,"9,041.00","473,025.12","473,025.12",Financials,B4TZV44,US93148P1021,New York Stock Exchange Inc.
RAVN,RAVEN INDUSTRIES INC,Equity,0.01,46.19,"10,239.00","472,939.41","472,939.41",Industrials,2725851,US7542121089,NASDAQ
ODP,OFFICE DEPOT INC,Equity,0.01,2.99,"157,730.00","471,612.70","471,612.70",Consumer Discretionary,2655981,US6762201068,NASDAQ
PTLA,PORTOLA PHARMACEUTICALS INC,Equity,0.01,24.19,"19,502.00","471,753.38","471,753.38",Health Care,B93PNR2,US7370101088,NASDAQ
SLCA,US SILICA HOLDINGS INC,Equity,0.01,19.41,"24,284.00","471,352.44","471,352.44",Energy,B7GGNT0,US90346E1038,New York Stock Exchange Inc.
SEAS,SEAWORLD ENTERTAINMENT INC,Equity,0.01,29.43,"15,971.00","470,026.53","470,026.53",Consumer Discretionary,B84KWJ4,US81282V1008,New York Stock Exchange Inc.
MTH,MERITAGE CORP,Equity,0.01,39.95,"11,713.00","467,934.35","467,934.35",Consumer Discretionary,2601326,US59001A1025,New York Stock Exchange Inc.
BHLB,BERKSHIRE HILLS BANCORP INC,Equity,0.01,39.34,"11,886.00","467,595.24","467,595.24",Financials,2606570,US0846801076,New York Stock Exchange Inc.
VRTU,VIRTUSA CORP,Equity,0.01,52.90,"8,819.00","466,525.10","466,525.10",Information Technology,B1YWRN0,US92827P1021,NASDAQ
BLDR,BUILDERS FIRSTSOURCE INC,Equity,0.01,14.08,"33,079.00","465,752.32","465,752.32",Industrials,B0BV2M7,US12008R1077,NASDAQ
AYX,ALTERYX INC CLASS A,Equity,0.01,54.94,"8,467.00","465,176.98","465,176.98",Information Technology,BYWMQJ2,US02156B1035,New York Stock Exchange Inc.
SRG,SERITAGE GROWTH PROPERTIES CLA,Equity,0.01,47.82,"9,716.00","464,619.12","464,619.12",Real Estate,BZ0HC54,US81752R1005,New York Stock Exchange Inc.
MTOR,MERITOR INC,Equity,0.01,19.42,"23,837.00","462,914.54","462,914.54",Industrials,2608349,US59001K1007,New York Stock Exchange Inc.
CVGW,CALAVO GROWERS INC,Equity,0.01,97.57,"4,746.00","463,067.22","463,067.22",Consumer Staples,2859200,US1282461052,NASDAQ
GHDX,GENOMIC HEALTH INC,Equity,0.01,68.63,"6,746.00","462,977.98","462,977.98",Health Care,B0J2NP2,US37244C1018,NASDAQ
SPN,SUPERIOR ENERGY SERVICES INC,Equity,0.01,10.45,"44,211.00","462,004.95","462,004.95",Energy,2806109,US8681571084,New York Stock Exchange Inc.
SGMO,SANGAMO THERAPEUTICS INC,Equity,0.01,15.01,"30,801.00","462,323.01","462,323.01",Health Care,2573083,US8006771062,NASDAQ
PRGS,PROGRESS SOFTWARE CORP,Equity,0.01,34.45,"13,383.00","461,044.35","461,044.35",Information Technology,2705198,US7433121008,NASDAQ
AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,Equity,0.01,62.08,"7,419.00","460,571.52","460,571.52",Industrials,B01Z8P4,US0491642056,NASDAQ
PFS,PROVIDENT FINANCIAL SERVICES INC,Equity,0.01,23.94,"19,220.00","460,126.80","460,126.80",Financials,2171603,US74386T1051,New York Stock Exchange Inc.
HUBG,HUB GROUP INC CLASS A,Equity,0.01,43.98,"10,443.00","459,283.14","459,283.14",Industrials,2407632,US4433201062,NASDAQ
HTH,HILLTOP HOLDINGS INC,Equity,0.01,19.90,"23,047.00","458,635.30","458,635.30",Financials,2365428,US4327481010,New York Stock Exchange Inc.
LPSN,LIVEPERSON INC,Equity,0.01,24.36,"18,806.00","458,114.16","458,114.16",Information Technology,2577052,US5381461012,NASDAQ
NWBI,NORTHWEST BANCSHARES INC,Equity,0.01,16.79,"27,277.00","457,980.83","457,980.83",Financials,B523Z73,US6673401039,NASDAQ
WABC,WESTAMERICA BANCORPORATION,Equity,0.01,59.26,"7,703.00","456,479.78","456,479.78",Financials,2950374,US9570901036,NASDAQ
CFFN,CAPITOL FEDERAL FINANCIAL INC,Equity,0.01,12.54,"36,291.00","455,089.14","455,089.14",Financials,B3KWJV0,US14057J1016,NASDAQ
NBTB,NBT BANCORP INC,Equity,0.01,37.38,"12,188.00","455,587.44","455,587.44",Financials,2626459,US6287781024,NASDAQ
SPXC,SPX CORP,Equity,0.01,32.65,"13,921.00","454,520.65","454,520.65",Industrials,2787185,US7846351044,New York Stock Exchange Inc.
UNFI,UNITED NATURAL FOODS INC,Equity,0.01,29.83,"15,235.00","454,460.05","454,460.05",Consumer Staples,2895163,US9111631035,NASDAQ
HLI,HOULIHAN LOKEY INC CLASS A,Equity,0.01,44.70,"10,169.00","454,554.30","454,554.30",Financials,BYQ3PM7,US4415931009,New York Stock Exchange Inc.
NVRO,NEVRO CORP,Equity,0.01,55.36,"8,211.00","454,560.96","454,560.96",Health Care,BS7K7C9,US64157F1030,New York Stock Exchange Inc.
STBA,S AND T BANCORP INC,Equity,0.01,42.37,"10,676.00","452,342.12","452,342.12",Financials,2781109,US7838591011,NASDAQ
APAM,ARTISAN PARTNERS ASSET MANAGEMENT,Equity,0.01,31.82,"14,232.00","452,862.24","452,862.24",Financials,B8FW545,US04316A1088,New York Stock Exchange Inc.
IPHI,INPHI CORP,Equity,0.01,35.96,"12,528.00","450,506.88","450,506.88",Information Technology,B5TRVW5,US45772F1075,New York Stock Exchange Inc.
OXM,OXFORD INDUSTRIES INC,Equity,0.01,86.17,"5,231.00","450,755.27","450,755.27",Consumer Discretionary,2665300,US6914973093,New York Stock Exchange Inc.
I,INTELSAT SA,Equity,0.00,30.98,"14,522.00","449,891.56","449,891.56",Communication,B8CP440,LU0914713705,New York Stock Exchange Inc.
FSS,FEDERAL SIGNAL CORP,Equity,0.00,26.42,"17,008.00","449,351.36","449,351.36",Industrials,2333986,US3138551086,New York Stock Exchange Inc.
MATW,MATTHEWS INTERNATIONAL CORP CLASS,Equity,0.00,49.34,"9,058.00","446,921.72","446,921.72",Industrials,2568090,US5771281012,NASDAQ
KN,KNOWLES CORP,Equity,0.00,15.87,"28,144.00","446,645.28","446,645.28",Information Technology,BJTD9L6,US49926D1090,New York Stock Exchange Inc.
NP,NEENAH INC,Equity,0.00,84.86,"5,258.00","446,193.88","446,193.88",Materials,B03W0P7,US6400791090,New York Stock Exchange Inc.
EIG,EMPLOYERS HOLDINGS INC,Equity,0.00,43.59,"10,234.00","446,100.06","446,100.06",Financials,B1Q1RR9,US2922181043,New York Stock Exchange Inc.
LZB,LA-Z-BOY INC,Equity,0.00,30.55,"14,546.00","444,380.30","444,380.30",Consumer Discretionary,2508405,US5053361078,New York Stock Exchange Inc.
AKS,AK STEEL HOLDING CORP,Equity,0.00,4.83,"91,782.00","443,307.06","443,307.06",Materials,2067735,US0015471081,New York Stock Exchange Inc.
MSGN,MSG NETWORKS INC CLASS A,Equity,0.00,26.01,"17,062.00","443,782.62","443,782.62",Communication,BYM0M65,US5535731062,New York Stock Exchange Inc.
AAT,AMERICAN ASSETS TRUST REIT INC TRU,Equity,0.00,36.78,"12,035.00","442,647.30","442,647.30",Real Estate,B3NTLD4,US0240131047,New York Stock Exchange Inc.
HDP,HORTONWORKS INC,Equity,0.00,21.50,"20,558.00","441,997.00","441,997.00",Information Technology,BT6T3L5,US4408941031,NASDAQ
IMPV,IMPERVA INC,Equity,0.00,44.42,"9,943.00","441,668.06","441,668.06",Information Technology,B523R55,US45321L1008,NASDAQ
TSRO,TESARO INC,Equity,0.00,39.90,"11,059.00","441,254.10","441,254.10",Health Care,B8BJ9G0,US8815691071,NASDAQ
HF,HFF INC CLASS A,Equity,0.00,40.55,"10,865.00","440,575.75","440,575.75",Real Estate,B1Q1RT1,US40418F1084,New York Stock Exchange Inc.
MDGL,MADRIGAL PHARMACEUTICALS INC,Equity,0.00,210.08,"2,091.00","439,277.28","439,277.28",Health Care,BD59BS7,US5588681057,NASDAQ
GME,GAMESTOP CORP CLASS A,Equity,0.00,14.87,"29,463.00","438,114.81","438,114.81",Consumer Discretionary,B0LLFT5,US36467W1099,New York Stock Exchange Inc.
EVBG,EVERBRIDGE INC,Equity,0.00,55.11,"7,931.00","437,077.41","437,077.41",Information Technology,BYY5ZB4,US29978A1043,NASDAQ
CENTA,CENTRAL GARDEN AND PET CLASS A,Equity,0.00,32.95,"13,238.00","436,192.10","436,192.10",Consumer Staples,B1P36Y6,US1535272058,NASDAQ
ECOL,US ECOLOGY INC,Equity,0.00,71.99,"6,060.00","436,259.40","436,259.40",Industrials,2772396,US91732J1025,NASDAQ
MCRN,MILACRON HOLDINGS CORP,Equity,0.00,20.17,"21,612.00","435,914.04","435,914.04",Industrials,BYMWL31,US59870L1061,New York Stock Exchange Inc.
OCLR,OCLARO INC,Equity,0.00,8.89,"49,112.00","436,605.68","436,605.68",Information Technology,B01W5C1,US67555N2062,NASDAQ
SASR,SANDY SPRING BANCORP INC,Equity,0.00,38.30,"11,382.00","435,930.60","435,930.60",Financials,2148254,US8003631038,NASDAQ
UNT,UNIT CORP,Equity,0.00,26.88,"16,207.00","435,644.16","435,644.16",Energy,2925833,US9092181091,New York Stock Exchange Inc.
ALGT,ALLEGIANT TRAVEL,Equity,0.00,122.12,"3,555.00","434,136.60","434,136.60",Industrials,B15M2C3,US01748X1028,NASDAQ
GTN,GRAY TELEVISION INC,Equity,0.00,17.41,"24,890.00","433,334.90","433,334.90",Communication,2390817,US3893751061,New York Stock Exchange Inc.
CWEN US,CLEARWAY ENERGY INC CLASS C,Equity,0.00,19.47,"22,212.00","432,467.64","432,467.64",Utilities,BGJRH57,US18539C2044,New York Stock Exchange Inc.
NMIH,NMI HOLDINGS INC CLASS A,Equity,0.00,22.34,"19,315.00","431,497.10","431,497.10",Financials,BGDW5G5,US6292093050,NASDAQ
EDIT,EDITAS MEDICINE INC,Equity,0.00,29.11,"14,831.00","431,730.41","431,730.41",Health Care,BZ8FPH3,US28106W1036,NASDAQ
CBPX,CONTINENTAL BUILDING PRODUCTS INC,Equity,0.00,36.83,"11,709.00","431,242.47","431,242.47",Industrials,BJBQ1S4,US2111711030,New York Stock Exchange Inc.
BMI,BADGER METER INC,Equity,0.00,52.70,"8,170.00","430,559.00","430,559.00",Information Technology,2069128,US0565251081,New York Stock Exchange Inc.
CORE,CORE MARK HOLDING INC,Equity,0.00,33.56,"12,832.00","430,641.92","430,641.92",Consumer Discretionary,B0637B2,US2186811046,NASDAQ
EVTC,EVERTEC INC,Equity,0.00,23.41,"18,346.00","429,479.86","429,479.86",Information Technology,B7KY3Z6,PR30040P1032,New York Stock Exchange Inc.
TTMI,TTM TECHNOLOGIES INC,Equity,0.00,15.64,"27,403.00","428,582.92","428,582.92",Information Technology,2635659,US87305R1095,NASDAQ
CTRE,CARETRUST REIT INC,Equity,0.00,17.35,"24,699.00","428,527.65","428,527.65",Real Estate,BMP8TL6,US14174T1079,NASDAQ
MDC,MDC HOLDINGS INC,Equity,0.00,29.46,"14,505.00","427,317.30","427,317.30",Consumer Discretionary,2561204,US5526761086,New York Stock Exchange Inc.
HL,HECLA MINING,Equity,0.00,2.92,"146,102.00","426,617.84","426,617.84",Materials,2418601,US4227041062,New York Stock Exchange Inc.
FIZZ,NATIONAL BEVERAGE CORP,Equity,0.00,110.22,"3,868.00","426,330.96","426,330.96",Consumer Staples,2638625,US6350171061,NASDAQ
ABG,ASBURY AUTOMOTIVE GROUP INC.,Equity,0.00,67.05,"6,326.00","424,158.30","424,158.30",Consumer Discretionary,2855855,US0434361046,New York Stock Exchange Inc.
SIR,SELECT INCOME REIT,Equity,0.00,21.19,"19,979.00","423,355.01","423,355.01",Real Estate,B7GBNW8,US81618T1007,NASDAQ
CPK,CHESAPEAKE UTILITIES CORP,Equity,0.00,81.95,"5,165.00","423,271.75","423,271.75",Utilities,2190750,US1653031088,New York Stock Exchange Inc.
NPO,ENPRO INDUSTRIES INC,Equity,0.00,71.68,"5,897.00","422,696.96","422,696.96",Industrials,2951292,US29355X1072,New York Stock Exchange Inc.
IMAX,IMAX CORP,Equity,0.00,25.00,"16,901.00","422,525.00","422,525.00",Communication,2473859,CA45245E1097,New York Stock Exchange Inc.
PRK,PARK NATIONAL CORP,Equity,0.00,103.85,"4,068.00","422,461.80","422,461.80",Financials,2673251,US7006581075,Nyse Mkt Llc
WSFS,WSFS FINANCIAL CORP,Equity,0.00,46.47,"9,068.00","421,389.96","421,389.96",Financials,2940375,US9293281021,NASDAQ
SCS,STEELCASE INC CLASS A,Equity,0.00,17.82,"23,644.00","421,336.08","421,336.08",Industrials,2150420,US8581552036,New York Stock Exchange Inc.
WHD,CACTUS INC CLASS A,Equity,0.00,38.18,"11,024.00","420,896.32","420,896.32",Energy,BF1GM16,US1272031071,New York Stock Exchange Inc.
KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,Equity,0.00,14.55,"28,896.00","420,436.80","420,436.80",Industrials,2512149,US50077B2079,NASDAQ
SYNT,SYNTEL INC,Equity,0.00,40.95,"10,258.00","420,065.10","420,065.10",Information Technology,2095703,US87162H1032,NASDAQ
ALEX,ALEXANDER & BALDWIN INC,Equity,0.00,21.62,"19,316.00","417,611.92","417,611.92",Real Estate,B827VB2,US0144911049,New York Stock Exchange Inc.
CJ,C J ENERGY SVCS INC,Equity,0.00,21.58,"19,324.00","417,011.92","417,011.92",Energy,BD8PMN4,US12674R1005,New York Stock Exchange Inc.
HOME,AT HOME GROUP INC,Equity,0.00,30.15,"13,792.00","415,828.80","415,828.80",Consumer Discretionary,BDCHR42,US04650Y1001,New York Stock Exchange Inc.
